Date,Open,High,Low,Close,Volume
2022-07-19,47.4899,48.7306,47.4804,48.6116,36151635
2022-07-20,48.6116,48.6469,48.4420,48.5446,42127122
2022-07-21,48.5446,48.8802,48.3337,48.8031,73456413
2022-07-22,48.8031,50.5143,48.3983,50.1192,55066416
2022-07-25,50.1192,50.1403,49.2284,49.2390,74612747
2022-07-26,49.2390,50.4131,49.2264,49.8373,58171071
2022-07-27,49.8373,50.3023,49.6466,49.8651,79961457
2022-07-28,49.8651,50.1919,48.3857,48.8174,74011752
2022-07-29,48.8174,49.9221,48.3527,49.5041,74900154
2022-08-01,49.5041,49.9111,48.6578,49.1896,72266075
2022-08-02,49.1896,49.6562,48.5392,49.0474,54368449
2022-08-03,49.0474,49.6727,48.7044,49.4458,56532014
2022-08-04,49.4458,49.8252,47.8427,48.4198,72787509
2022-08-05,48.4198,49.3069,47.9927,49.0781,54857172
2022-08-08,49.0781,49.5718,48.9477,48.9970,65012610
2022-08-09,48.9970,49.3505,47.5733,47.8494,33813298
2022-08-10,47.8494,48.7131,47.4966,48.4242,75227856
2022-08-11,48.4242,48.4308,47.6972,47.8702,60688218
2022-08-12,47.8702,47.9676,46.6745,47.1874,59599400
2022-08-15,47.1874,47.6923,46.9281,47.1129,59953943
2022-08-16,47.1129,47.3565,45.9817,46.4308,74853271
2022-08-17,46.4308,47.6550,46.1059,47.4362,38989210
2022-08-18,47.4362,47.7188,46.1246,46.5927,70923218
2022-08-19,46.5927,47.7220,46.4379,47.1841,30147734
2022-08-22,47.1841,47.3399,47.0104,47.1315,44839088
2022-08-23,47.1315,47.7979,46.9531,47.5163,70347104
2022-08-24,47.5163,49.0665,47.4737,48.8015,21889146
2022-08-25,48.8015,49.8638,48.3865,49.8390,54234917
2022-08-26,49.8390,50.3124,49.3980,49.4093,28152869
2022-08-29,49.4093,49.4240,48.8737,49.3652,34244540
2022-08-30,49.3652,49.3930,48.1334,48.4996,46788846
2022-08-31,48.4996,49.2909,48.0297,48.9064,77507639
2022-09-01,48.9064,49.5763,48.6276,49.4580,30721165
2022-09-02,49.4580,49.7382,47.8363,48.2498,30745928
2022-09-05,48.2498,48.4499,47.3405,47.7400,51225376
2022-09-06,47.7400,48.5377,47.5146,48.1012,67515934
2022-09-07,48.1012,49.2605,47.5629,49.2090,63342630
2022-09-08,49.2090,49.4768,47.9549,48.3176,74597921
2022-09-09,48.3176,48.6474,47.5673,48.0746,67806034
2022-09-12,48.0746,49.5528,47.6988,49.2786,32293661
2022-09-13,49.2786,50.4225,48.8992,49.9322,63059717
2022-09-14,49.9322,50.4714,48.6689,49.2483,78641511
2022-09-15,49.2483,49.8876,49.0590,49.4187,74599383
2022-09-16,49.4187,50.6356,49.3696,50.4247,46454071
2022-09-19,50.4247,51.1015,50.1297,50.6347,21704621
2022-09-20,50.6347,51.5799,50.1487,51.5403,30373778
2022-09-21,51.5403,52.0276,51.0807,51.1669,28920533
2022-09-22,51.1669,51.7338,50.6512,51.2885,61362292
2022-09-23,51.2885,52.8879,50.7043,52.5771,25161410
2022-09-26,52.5771,52.9094,51.6990,51.8797,63730592
2022-09-27,51.8797,52.6677,51.3544,52.3393,53598265
2022-09-28,52.3393,52.5787,51.3691,51.8955,74031502
2022-09-29,51.8955,52.4253,50.5762,51.1708,51453556
2022-09-30,51.1708,51.5696,50.8418,51.4455,50190446
2022-10-03,51.4455,51.8269,50.8471,51.8096,50961066
2022-10-04,51.8096,52.3077,51.2657,51.6144,49462426
2022-10-05,51.6144,52.2555,51.2807,52.2142,44826445
2022-10-06,52.2142,54.1503,52.0456,53.5569,48389689
2022-10-07,53.5569,53.8356,52.0637,52.5783,74033328
2022-10-10,52.5783,52.7920,52.4575,52.5918,57073692
2022-10-11,52.5918,53.9398,52.1000,53.8561,21367156
2022-10-12,53.8561,54.0030,52.6263,53.0637,39324934
2022-10-13,53.0637,53.4584,52.6701,52.7365,63853625
2022-10-14,52.7365,53.0596,51.6057,51.7613,31863730
2022-10-17,51.7613,52.1943,51.5279,51.9222,44804120
2022-10-18,51.9222,52.1807,51.7949,52.0808,57878899
2022-10-19,52.0808,52.8751,51.5488,52.5412,56702668
2022-10-20,52.5412,53.7631,52.0741,53.6135,68630494
2022-10-21,53.6135,55.0460,53.4108,54.8381,75366018
2022-10-24,54.8381,55.4951,53.5250,54.1012,28035933
2022-10-25,54.1012,54.5729,53.2685,53.4349,25820952
2022-10-26,53.4349,54.7313,52.9284,54.4558,27560196
2022-10-27,54.4558,54.9036,54.2453,54.2569,32056043
2022-10-28,54.2569,55.4627,53.6264,54.8627,26924614
2022-10-31,54.8627,55.4616,54.5317,54.9615,61140957
2022-11-01,54.9615,55.0081,54.0691,54.1381,22246152
2022-11-02,54.1381,54.7034,53.7686,54.3675,28793289
2022-11-03,54.3675,54.5006,53.0003,53.5401,79418082
2022-11-04,53.5401,54.8944,53.5003,54.8318,77089696
2022-11-07,54.8318,55.3349,54.5888,54.8038,48017592
2022-11-08,54.8038,55.2139,54.4086,54.9304,20794760
2022-11-09,54.9304,56.1613,54.8109,55.5981,47237058
2022-11-10,55.5981,56.6609,55.4679,56.3867,29904599
2022-11-11,56.3867,56.5193,55.7823,56.5088,68102369
2022-11-14,56.5088,57.7974,56.0820,57.2066,44270594
2022-11-15,57.2066,57.9429,56.5320,57.5944,68289284
2022-11-16,57.5944,58.2242,56.4342,56.9429,66679278
2022-11-17,56.9429,58.2601,56.3302,57.9779,72790490
2022-11-18,57.9779,59.2035,57.4455,58.6634,44344730
2022-11-21,58.6634,59.4939,58.4228,59.4436,48130423
2022-11-22,59.4436,59.6973,57.5464,57.9909,57441216
2022-11-23,57.9909,58.6483,56.7969,57.2545,40268936
2022-11-24,57.2545,58.2204,56.8883,57.8252,43375644
2022-11-25,57.8252,59.9021,57.3386,59.4439,65704382
2022-11-28,59.4439,61.0624,59.0050,61.0456,64327692
2022-11-29,61.0456,61.3398,60.3133,60.3498,31726765
2022-11-30,60.3498,60.4211,59.8619,60.0427,74338595
2022-12-01,60.0427,60.6595,59.3458,60.2920,54078710
2022-12-02,60.2920,62.4390,59.7063,61.9646,24571759
2022-12-05,61.9646,62.9462,61.9310,62.3778,75809229
2022-12-06,62.3778,62.7310,61.2226,61.3471,49731254
2022-12-07,61.3471,61.8440,60.6513,61.8006,45242232
2022-12-08,61.8006,62.4256,61.5295,61.9810,37145024
2022-12-09,61.9810,63.0045,61.7701,62.5835,62996106
2022-12-12,62.5835,62.5940,61.8185,62.0008,22566440
2022-12-13,62.0008,62.5623,60.6801,60.9654,73852526
2022-12-14,60.9654,61.8966,60.2420,61.8593,76667440
2022-12-15,61.8593,62.5315,60.2417,60.5538,48656506
2022-12-16,60.5538,62.3450,60.1735,62.1632,76236257
2022-12-19,62.1632,63.3443,61.4331,62.9903,69001762
2022-12-20,62.9903,63.5183,62.5184,63.4307,47341321
2022-12-21,63.4307,63.4704,62.1334,62.5296,27459554
2022-12-22,62.5296,63.0308,62.0928,62.4341,35727764
2022-12-23,62.4341,63.1160,61.8512,62.7998,51845975
2022-12-26,62.7998,65.2883,62.2465,64.5504,34304661
2022-12-27,64.5504,65.2419,62.7302,63.3262,57498585
2022-12-28,63.3262,63.5325,62.4311,62.9485,53893424
2022-12-29,62.9485,63.8301,62.3795,63.3488,31388926
2022-12-30,63.3488,64.0936,61.9131,62.6010,72726584
2023-01-02,62.6010,62.6466,60.9682,61.1670,45511578
2023-01-03,61.1670,61.7345,60.7695,61.6587,24349570
2023-01-04,61.6587,62.1590,60.0006,60.3997,57866325
2023-01-05,60.3997,60.7465,59.9325,60.0843,40622031
2023-01-06,60.0843,61.5674,60.0307,60.9541,27187311
2023-01-09,60.9541,62.5087,60.3918,62.0444,32789879
2023-01-10,62.0444,62.2365,61.2872,61.8887,42136999
2023-01-11,61.8887,63.2273,61.6470,62.4855,52916808
2023-01-12,62.4855,64.0948,62.1649,63.3943,42155630
2023-01-13,63.3943,64.0601,62.0769,62.1354,24981285
2023-01-16,62.1354,62.8034,61.6244,62.4401,37932240
2023-01-17,62.4401,63.5034,62.2803,63.4455,59725896
2023-01-18,63.4455,63.6768,61.5935,62.1341,61638850
2023-01-19,62.1341,62.2407,61.2483,61.5124,63558537
2023-01-20,61.5124,61.5991,60.6485,61.1691,54156473
2023-01-23,61.1691,63.3241,60.4987,62.6178,46279562
2023-01-24,62.6178,63.9505,62.3791,63.7175,43975501
2023-01-25,63.7175,65.9818,63.5276,65.2809,41701652
2023-01-26,65.2809,65.5655,64.6056,64.9137,43254792
2023-01-27,64.9137,65.3529,63.3498,63.9616,52433687
2023-01-30,63.9616,65.6382,63.8261,65.1979,65536841
2023-01-31,65.1979,66.8368,65.1805,66.6119,50938477
2023-02-01,66.6119,67.3230,65.8394,66.8676,59072247
2023-02-02,66.8676,68.0988,66.4289,68.0465,67283772
2023-02-03,68.0465,68.1131,66.0589,66.6484,73944311
2023-02-06,66.6484,67.1556,65.1687,65.2814,64747492
2023-02-07,65.2814,66.0889,65.1087,65.8948,65921181
2023-02-08,65.8948,66.6752,65.5830,66.0690,40268815
2023-02-09,66.0690,68.3549,65.6776,67.8078,52240390
2023-02-10,67.8078,69.2873,67.0633,68.7035,44636331
2023-02-13,68.7035,70.5545,67.9998,69.9945,68354435
2023-02-14,69.9945,72.0986,69.1900,71.3379,58416401
2023-02-15,71.3379,72.1446,70.6511,71.5351,45296655
2023-02-16,71.5351,71.6606,70.7062,71.3408,79460622
2023-02-17,71.3408,71.4843,70.8031,70.9771,45496710
2023-02-20,70.9771,71.8031,70.2513,70.3012,38506676
2023-02-21,70.3012,70.8479,68.3293,68.9715,30765972
2023-02-22,68.9715,69.3512,67.0022,67.4751,74557695
2023-02-23,67.4751,67.5631,65.7723,65.9183,33041860
2023-02-24,65.9183,66.4857,64.6282,65.0928,33437559
2023-02-27,65.0928,65.3123,63.9710,64.1037,65450232
2023-02-28,64.1037,64.5254,62.9369,63.5602,48769467
2023-03-01,63.5602,64.2370,62.1591,62.8486,40524498
2023-03-02,62.8486,63.8253,62.4846,63.1006,33260314
2023-03-03,63.1006,63.8181,61.0960,61.6893,43098593
2023-03-06,61.6893,62.2550,61.4861,61.8720,79414739
2023-03-07,61.8720,62.6597,61.8640,62.4815,48358760
2023-03-08,62.4815,63.0789,61.6179,62.1499,56364393
2023-03-09,62.1499,62.2669,60.8782,61.1143,35565400
2023-03-10,61.1143,62.7884,60.6471,62.4019,79587131
2023-03-13,62.4019,62.8022,61.6117,61.7233,66222663
2023-03-14,61.7233,62.3317,59.5736,60.1847,69325303
2023-03-15,60.1847,60.3796,58.4362,58.9430,25830017
2023-03-16,58.9430,59.3009,58.2672,58.9693,55198007
2023-03-17,58.9693,60.3938,58.4107,60.1745,45018230
2023-03-20,60.1745,61.6612,59.5779,61.5939,32504498
2023-03-21,61.5939,62.2179,61.4775,61.8279,69920547
2023-03-22,61.8279,62.0585,61.2467,61.3027,38342082
2023-03-23,61.3027,61.8288,61.0236,61.2881,61225660
2023-03-24,61.2881,61.5781,59.7664,60.0995,78014498
2023-03-27,60.0995,61.7205,60.0905,61.2399,42627605
2023-03-28,61.2399,62.1901,60.8254,62.0134,47485269
2023-03-29,62.0134,62.7513,59.9171,60.4975,32403806
2023-03-30,60.4975,61.1728,60.2245,60.9604,52386055
2023-03-31,60.9604,61.2072,60.1156,60.3998,60001328
2023-04-03,60.3998,60.5448,59.1867,59.7108,39763881
2023-04-04,59.7108,61.6221,59.1922,61.2087,39899507
2023-04-05,61.2087,62.4300,61.1053,62.3610,25663785
2023-04-06,62.3610,63.5777,62.2264,63.0418,44136741
2023-04-07,63.0418,64.7192,62.9737,64.2621,33594978
2023-04-10,64.2621,64.3578,62.8821,63.1906,24360950
2023-04-11,63.1906,65.0256,62.8027,64.6941,58834852
2023-04-12,64.6941,66.3535,64.3944,65.7061,39884630
2023-04-13,65.7061,65.7183,65.1838,65.4987,61992841
2023-04-14,65.4987,67.9075,64.9798,67.2700,56516241
2023-04-17,67.2700,67.5372,65.3847,65.6544,59043339
2023-04-18,65.6544,65.9519,63.9893,64.3828,67313257
2023-04-19,64.3828,66.0703,64.2605,65.5890,65990762
2023-04-20,65.5890,67.5297,65.3115,67.0883,50024936
2023-04-21,67.0883,67.6627,65.1346,65.9152,50962181
2023-04-24,65.9152,67.4359,65.7592,66.7665,76693427
2023-04-25,66.7665,67.4763,66.6998,67.3164,34675961
2023-04-26,67.3164,68.2565,67.0505,67.6903,75743602
2023-04-27,67.6903,68.0664,67.1937,67.2939,78414699
2023-04-28,67.2939,68.0239,65.6642,66.0952,53643678
2023-05-01,66.0952,66.6164,65.3739,66.4057,79527871
2023-05-02,66.4057,68.1109,66.3080,67.6228,69479116
2023-05-03,67.6228,68.3507,66.7730,66.9665,54415063
2023-05-04,66.9665,68.3928,66.5263,68.2409,24576281
2023-05-05,68.2409,68.3883,65.8613,66.6507,76366678
2023-05-08,66.6507,67.5586,66.1138,67.3101,64260744
2023-05-09,67.3101,67.7882,66.3427,66.9888,20980949
2023-05-10,66.9888,67.3651,65.9092,66.0225,43182666
2023-05-11,66.0225,66.5031,65.6107,66.3648,35819491
2023-05-12,66.3648,66.9695,65.8538,66.7037,22271791
2023-05-15,66.7037,67.5253,65.9358,67.4082,56005598
2023-05-16,67.4082,67.7410,66.8973,67.4019,61358523
2023-05-17,67.4019,69.0420,67.0089,68.4247,79676891
2023-05-18,68.4247,70.4697,68.0889,69.7540,46037392
2023-05-19,69.7540,70.8640,69.3137,70.1025,51500069
2023-05-22,70.1025,70.8632,69.6866,69.9559,23280846
2023-05-23,69.9559,71.6630,69.3414,70.8972,55851297
2023-05-24,70.8972,72.2131,70.3923,71.9500,24187987
2023-05-25,71.9500,72.3359,70.1998,70.6258,43803458
2023-05-26,70.6258,71.2147,68.6186,69.0547,34348857
2023-05-29,69.0547,69.3824,68.2556,68.4493,24106379
2023-05-30,68.4493,70.8564,67.9025,70.0441,71989491
2023-05-31,70.0441,70.7209,69.6715,69.8574,64797363
2023-06-01,69.8574,70.9706,69.7748,70.2095,67541445
2023-06-02,70.2095,70.6624,68.1285,68.9149,20034594
2023-06-05,68.9149,69.1624,67.8177,68.0830,23758054
2023-06-06,68.0830,70.2921,67.7584,69.6109,41389863
2023-06-07,69.6109,70.0693,69.5849,70.0308,73910730
2023-06-08,70.0308,70.4496,68.6446,69.4226,78636742
2023-06-09,69.4226,69.5981,69.1766,69.4261,75358941
2023-06-12,69.4261,71.1568,68.7280,70.9903,41249240
2023-06-13,70.9903,71.1397,70.2409,70.9933,79724244
2023-06-14,70.9933,71.5320,69.8177,69.9785,72810169
2023-06-15,69.9785,70.0676,67.8187,68.4145,38779274
2023-06-16,68.4145,70.6988,67.8290,69.9686,28092788
2023-06-19,69.9686,71.5970,69.5949,70.8002,24739373
2023-06-20,70.8002,71.0612,69.2722,69.8679,31787909
2023-06-21,69.8679,70.0653,68.2429,68.7915,67429400
2023-06-22,68.7915,69.3380,67.7036,68.4299,55394024
2023-06-23,68.4299,68.6770,66.7985,67.5497,60022008
2023-06-26,67.5497,68.0684,66.7799,66.8520,78981678
2023-06-27,66.8520,67.2759,66.3158,66.7409,22720502
