Date,Open,High,Low,Close,Volume
2022-07-22,130.0324,133.5252,128.8200,132.7323,9664320
2022-07-25,132.7323,134.1384,132.2232,133.6706,6554049
2022-07-26,133.6706,135.2100,131.9271,132.4696,6920482
2022-07-27,132.4696,133.7675,131.3462,132.1035,8516022
2022-07-28,132.1035,132.5443,130.4501,130.5897,5285683
2022-07-29,130.5897,131.9253,128.3726,129.1514,4259735
2022-08-01,129.1514,129.3388,128.2131,129.0899,7444486
2022-08-02,129.0899,132.1447,127.7719,131.7349,5576984
2022-08-03,131.7349,136.3317,131.6674,135.3021,10948887
2022-08-04,135.3021,135.8902,133.6607,133.8962,11239370
2022-08-05,133.8962,135.0824,130.5671,131.1901,9722647
2022-08-08,131.1901,131.3133,128.5210,129.9481,9485616
2022-08-09,129.9481,131.4703,126.4689,127.8680,4952982
2022-08-10,127.8680,128.8055,124.5924,124.8008,10226144
2022-08-11,124.8008,125.8627,123.9289,124.7821,10598787
2022-08-12,124.7821,128.0158,123.8965,127.0963,6337847
2022-08-15,127.0963,127.2374,123.5386,124.8222,5178459
2022-08-16,124.8222,125.2966,123.5977,124.5236,8320125
2022-08-17,124.5236,127.7449,123.9828,127.0799,9451693
2022-08-18,127.0799,130.3511,126.6044,128.9194,11710175
2022-08-19,128.9194,133.9631,128.7195,132.4022,6849072
2022-08-22,132.4022,135.8650,132.3395,134.5235,6992622
2022-08-23,134.5235,137.5639,133.6597,136.3235,5221318
2022-08-24,136.3235,136.4193,135.3400,135.8546,7302739
2022-08-25,135.8546,139.3623,135.1791,138.3837,5560958
2022-08-26,138.3837,139.4975,136.5028,137.2364,4861988
2022-08-29,137.2364,140.7480,135.6431,139.7824,8349295
2022-08-30,139.7824,141.6269,138.7621,140.9039,12020811
2022-08-31,140.9039,145.8572,140.1764,144.7094,3801734
2022-09-01,144.7094,148.2287,144.0453,147.5357,3748289
2022-09-02,147.5357,148.2271,142.4285,144.1142,10309527
2022-09-05,144.1142,147.0957,143.6423,145.9252,4819077
2022-09-06,145.9252,147.0478,144.8954,146.9357,8139003
2022-09-07,146.9357,147.7018,146.8165,147.4870,7743032
2022-09-08,147.4870,148.6223,144.3994,144.9378,9158184
2022-09-09,144.9378,148.1476,144.0132,147.0773,5094285
2022-09-12,147.0773,148.8033,145.6358,146.1067,5929550
2022-09-13,146.1067,147.2322,144.7203,146.2738,6034334
2022-09-14,146.2738,150.1214,144.8865,150.0813,8669397
2022-09-15,150.0813,153.7794,148.8401,153.4974,12293243
2022-09-16,153.4974,155.2959,151.8011,155.0868,12508518
2022-09-19,155.0868,156.6263,151.9755,152.1203,3980409
2022-09-20,152.1203,156.0667,150.3731,154.7300,9266517
2022-09-21,154.7300,155.5642,153.6663,155.0580,12727597
2022-09-22,155.0580,158.1401,154.6906,156.4959,10255680
2022-09-23,156.4959,158.7879,154.9556,158.6530,4890282
2022-09-26,158.6530,158.7696,155.2696,156.5143,4566056
2022-09-27,156.5143,160.6951,154.9939,160.6951,10488007
2022-09-28,160.6951,162.6350,159.1563,161.5263,9309078
2022-09-29,161.5263,163.0709,158.0075,158.6813,8804160
2022-09-30,158.6813,160.7491,157.8923,159.0239,11392829
2022-10-03,159.0239,159.6463,154.4846,155.7378,9074700
2022-10-04,155.7378,159.1104,154.2349,158.7144,10837955
2022-10-05,158.7144,158.9807,154.8572,155.9488,12565978
2022-10-06,155.9488,157.9296,155.0003,157.1227,10971684
2022-10-07,157.1227,158.5588,156.0041,157.5440,12148113
2022-10-10,157.5440,161.9027,157.0408,160.2886,8961424
2022-10-11,160.2886,164.6808,158.4578,163.2738,11986026
2022-10-12,163.2738,164.2695,159.6082,160.2963,5169308
2022-10-13,160.2963,162.4385,158.8185,160.5436,4151672
2022-10-14,160.5436,161.2557,156.9529,158.6379,7611174
2022-10-17,158.6379,159.6853,155.5503,156.0132,3568049
2022-10-18,156.0132,158.8804,154.5605,157.0134,10267560
2022-10-19,157.0134,158.0718,153.1785,154.3583,10487620
2022-10-20,154.3583,154.4570,152.4377,154.1538,5749175
2022-10-21,154.1538,157.2039,152.7124,156.3330,6442193
2022-10-24,156.3330,157.1360,152.3084,153.1908,10808646
2022-10-25,153.1908,154.4159,151.9499,152.6391,10233544
2022-10-26,152.6391,154.2511,148.5301,150.2326,3427613
2022-10-27,150.2326,154.7431,148.9833,153.3117,4216650
2022-10-28,153.3117,156.8730,152.1595,155.4337,12451105
2022-10-31,155.4337,160.5604,153.7084,159.3488,4580365
2022-11-01,159.3488,160.3620,156.8941,157.8844,12347274
2022-11-02,157.8844,160.4461,156.7073,159.2587,12277537
2022-11-03,159.2587,160.6718,157.5144,158.6571,7063328
2022-11-04,158.6571,158.9496,157.5208,157.5414,6425652
2022-11-07,157.5414,157.6949,155.2001,156.1095,6568579
2022-11-08,156.1095,161.3657,154.8636,159.8684,11331092
2022-11-09,159.8684,160.0914,157.0415,158.1989,5383764
2022-11-10,158.1989,163.3319,156.5167,162.5031,5559174
2022-11-11,162.5031,163.7258,157.9237,159.2478,5657863
2022-11-14,159.2478,164.9935,157.9345,163.0890,12620870
2022-11-15,163.0890,167.8077,161.6596,167.5099,10361298
2022-11-16,167.5099,170.5118,166.4178,169.8198,8845446
2022-11-17,169.8198,173.3313,169.0552,173.2243,6222772
2022-11-18,173.2243,176.4074,173.0961,176.1609,4308118
2022-11-21,176.1609,177.0808,171.0447,172.8402,6609315
2022-11-22,172.8402,174.2298,168.7693,169.4458,8683254
2022-11-23,169.4458,172.8643,167.9547,171.9238,9147793
2022-11-24,171.9238,176.9916,170.0645,175.3871,10364424
2022-11-25,175.3871,176.4491,172.0168,173.6258,10732745
2022-11-28,173.6258,177.7866,171.9078,176.0060,8394012
2022-11-29,176.0060,177.6741,174.9976,177.5807,10176995
2022-11-30,177.5807,183.5891,176.6446,181.7390,5404289
2022-12-01,181.7390,187.1903,181.3212,185.7254,3561854
2022-12-02,185.7254,191.0383,185.4814,189.7253,12703238
2022-12-05,189.7253,192.6250,187.8894,190.8872,5656723
2022-12-06,190.8872,191.7955,189.4843,191.4000,7372043
2022-12-07,191.4000,194.8994,190.9279,194.6290,6915516
2022-12-08,194.6290,195.5785,187.5874,189.7795,11510901
2022-12-09,189.7795,191.6736,186.3412,186.8459,5500504
2022-12-12,186.8459,189.1539,186.3946,188.4887,4022045
2022-12-13,188.4887,188.9240,183.5121,185.5424,3602831
2022-12-14,185.5424,186.6898,183.9387,186.2156,3228953
2022-12-15,186.2156,187.8640,185.1683,185.2259,7148769
2022-12-16,185.2259,186.3021,182.4089,183.7954,3967302
2022-12-19,183.7954,188.2436,182.0926,187.6356,4476017
2022-12-20,187.6356,188.0717,183.6927,183.8778,5579311
2022-12-21,183.8778,184.0686,178.7943,180.6408,8273098
2022-12-22,180.6408,181.9819,178.8839,180.8787,3640717
2022-12-23,180.8787,182.3247,176.7766,176.7915,8054607
2022-12-26,176.7915,180.0439,176.7900,178.2270,7058755
2022-12-27,178.2270,179.4678,176.6575,176.7275,10438646
2022-12-28,176.7275,182.4666,175.3147,181.2731,11217222
2022-12-29,181.2731,186.6653,180.2132,184.8478,4041284
2022-12-30,184.8478,189.9130,183.2930,188.0095,6220570
2023-01-02,188.0095,194.4669,187.3047,193.0242,10746678
2023-01-03,193.0242,193.5818,188.4223,190.4916,3729913
2023-01-04,190.4916,195.4367,189.1840,194.5106,9833389
2023-01-05,194.5106,199.4775,194.2937,198.9526,8116695
2023-01-06,198.9526,199.9652,196.0821,196.3418,4064015
2023-01-09,196.3418,197.4612,195.7137,197.3386,6926543
2023-01-10,197.3386,199.2463,191.3059,193.3983,3508276
2023-01-11,193.3983,197.2490,191.7052,196.8335,3782379
2023-01-12,196.8335,201.9243,196.2216,199.6898,4784633
2023-01-13,199.6898,201.7502,196.4446,198.3011,4704496
2023-01-16,198.3011,204.6209,196.0235,202.8219,12537898
2023-01-17,202.8219,204.5928,199.3959,199.4544,5040959
2023-01-18,199.4544,200.6992,198.9320,200.1391,6634504
2023-01-19,200.1391,202.3435,198.6140,200.0090,8538489
2023-01-20,200.0090,203.0914,198.0809,202.6333,10522656
2023-01-23,202.6333,207.4270,201.3158,206.3126,3918231
2023-01-24,206.3126,207.9062,203.8179,206.1681,11802870
2023-01-25,206.1681,208.0393,202.6176,204.7206,12428558
2023-01-26,204.7206,207.8051,202.5746,206.9865,3356134
2023-01-27,206.9865,209.1811,204.7939,208.0376,9163038
2023-01-30,208.0376,208.4508,204.9598,205.0485,10421504
2023-01-31,205.0485,209.3681,204.4982,208.4342,8552006
2023-02-01,208.4342,209.7515,204.5361,205.3829,6263340
2023-02-02,205.3829,208.3914,204.5660,207.7713,8613593
2023-02-03,207.7713,213.3322,207.0072,212.9485,5817322
2023-02-06,212.9485,214.1947,209.1011,211.1799,4939991
2023-02-07,211.1799,215.0544,209.7304,213.9453,8025563
2023-02-08,213.9453,215.8977,212.3637,215.4337,7060133
2023-02-09,215.4337,220.5662,214.3791,219.0005,12675816
2023-02-10,219.0005,219.0367,215.2850,215.6037,9822228
2023-02-13,215.6037,217.5064,211.0396,211.2635,6054504
2023-02-14,211.2635,213.0026,210.1661,212.9494,12793620
2023-02-15,212.9494,216.8491,210.6280,215.8409,8664424
2023-02-16,215.8409,220.6278,214.8524,219.7212,9925061
2023-02-17,219.7212,224.9434,219.3249,223.0892,7245303
2023-02-20,223.0892,223.7089,220.9659,221.2747,10383140
2023-02-21,221.2747,222.2141,217.3536,217.4025,9965697
2023-02-22,217.4025,219.3782,214.9237,219.1728,12751937
2023-02-23,219.1728,224.5564,217.3224,222.4059,3411422
2023-02-24,222.4059,223.0380,220.0079,220.0650,9328101
2023-02-27,220.0650,222.4213,218.0890,221.4589,5449045
2023-02-28,221.4589,221.7647,218.5993,219.2181,11367526
2023-03-01,219.2181,221.3707,216.9352,219.4309,9597356
2023-03-02,219.4309,221.9779,217.9358,218.1454,7165900
2023-03-03,218.1454,224.7494,217.2197,222.9244,11140838
2023-03-06,222.9244,228.2700,222.2115,226.3055,9728032
2023-03-07,226.3055,230.8174,224.9126,228.5140,12121244
2023-03-08,228.5140,232.1048,226.9279,231.5228,5084609
2023-03-09,231.5228,234.2228,228.7502,233.3110,6485378
2023-03-10,233.3110,239.6246,232.2656,237.2448,8854476
2023-03-13,237.2448,238.3134,233.0059,234.2404,10030876
2023-03-14,234.2404,235.1465,232.4162,234.6934,8154120
2023-03-15,234.6934,236.6168,232.2523,235.3583,9481077
2023-03-16,235.3583,239.1575,234.2236,237.7274,7299903
2023-03-17,237.7274,241.6003,237.5292,240.3373,5319086
2023-03-20,240.3373,240.4789,233.9970,235.0101,6826810
2023-03-21,235.0101,235.5774,234.1631,234.8198,7492339
2023-03-22,234.8198,235.5550,231.1920,232.5639,10530852
2023-03-23,232.5639,232.6019,226.2755,227.4984,11784461
2023-03-24,227.4984,230.4352,224.8428,229.4306,9716599
2023-03-27,229.4306,236.0940,229.3236,233.7317,5071039
2023-03-28,233.7317,238.8013,231.2066,237.6856,3883633
2023-03-29,237.6856,245.3728,236.5122,243.5589,11164148
2023-03-30,243.5589,245.7301,243.0203,244.3826,10725761
2023-03-31,244.3826,245.2627,239.9133,240.1672,3351627
2023-04-03,240.1672,240.2950,236.6047,237.9445,6530639
2023-04-04,237.9445,239.2691,231.4259,232.2240,5422641
2023-04-05,232.2240,234.0091,232.0722,233.0788,12137360
2023-04-06,233.0788,239.9350,231.2347,239.2549,8816291
2023-04-07,239.2549,240.8002,235.6728,236.4257,5842183
2023-04-10,236.4257,236.5536,235.5446,236.1966,12644125
2023-04-11,236.1966,240.8874,233.3716,239.9330,6357119
2023-04-12,239.9330,245.7064,237.3587,244.7592,7539856
2023-04-13,244.7592,250.3608,243.6008,249.9502,6508234
2023-04-14,249.9502,256.6957,249.5435,254.0572,7136646
2023-04-17,254.0572,254.2579,249.6394,250.0298,3908345
2023-04-18,250.0298,251.3222,245.0882,247.7778,9458268
2023-04-19,247.7778,252.5722,246.8212,251.5742,7155279
2023-04-20,251.5742,251.6345,247.5670,248.3879,12113022
2023-04-21,248.3879,249.8902,242.1745,242.8504,10520843
2023-04-24,242.8504,244.3374,235.2054,237.2696,7638689
2023-04-25,237.2696,239.8005,233.0888,233.1424,12095987
2023-04-26,233.1424,239.9420,230.7209,237.4236,6749117
2023-04-27,237.4236,240.7173,235.7570,239.3671,6846539
2023-04-28,239.3671,245.1273,237.7551,244.2251,3854434
2023-05-01,244.2251,246.8190,237.8559,238.8783,6795398
2023-05-02,238.8783,247.5126,238.4327,245.3853,8412506
2023-05-03,245.3853,247.3145,244.5825,245.5333,5846625
2023-05-04,245.5333,253.4887,243.9103,251.6885,9840282
2023-05-05,251.6885,255.9782,249.3238,255.4298,7834270
2023-05-08,255.4298,256.3997,248.0959,251.0811,11312519
2023-05-09,251.0811,258.3679,249.1639,256.8252,7004001
2023-05-10,256.8252,262.0800,255.7233,260.4060,12583052
2023-05-11,260.4060,260.9360,257.8615,260.8097,4120744
2023-05-12,260.8097,262.2276,257.5036,258.1593,7513412
2023-05-15,258.1593,259.8016,255.7068,257.7236,9780284
2023-05-16,257.7236,258.4569,251.6161,251.9687,6395641
2023-05-17,251.9687,254.5443,251.7286,251.7713,10978173
2023-05-18,251.7713,254.0090,245.0351,247.5555,12666689
2023-05-19,247.5555,249.0845,246.7016,248.9191,7382929
2023-05-22,248.9191,254.5195,246.3010,251.5951,3805841
2023-05-23,251.5951,253.5623,246.4069,247.0210,8801940
2023-05-24,247.0210,249.1306,245.9860,247.5120,11938742
2023-05-25,247.5120,248.5840,244.6981,245.1738,5981868
2023-05-26,245.1738,247.0549,240.7116,240.7709,5529867
2023-05-29,240.7709,247.5672,239.7895,245.0617,10253024
2023-05-30,245.0617,251.4015,243.2353,249.4553,10436621
2023-05-31,249.4553,250.4461,246.6829,247.4441,5416825
2023-06-01,247.4441,249.5945,246.8775,247.9897,4019178
2023-06-02,247.9897,248.6239,241.6604,242.1140,9162525
2023-06-05,242.1140,248.0577,240.2431,246.4770,7243465
2023-06-06,246.4770,248.6870,239.0704,241.2877,4617720
2023-06-07,241.2877,243.2641,237.2003,239.2261,4774051
2023-06-08,239.2261,240.3330,236.5938,238.1536,11073328
2023-06-09,238.1536,239.2282,231.4565,234.0478,4903638
2023-06-12,234.0478,236.2554,228.6634,230.3883,7769161
2023-06-13,230.3883,230.5605,228.4559,230.2267,5738777
2023-06-14,230.2267,232.7928,228.4887,229.8565,6989437
2023-06-15,229.8565,230.6419,226.7111,228.4049,10077229
2023-06-16,228.4049,228.4169,223.0283,224.0905,4788911
2023-06-19,224.0905,226.0346,222.7344,225.5989,7755982
2023-06-20,225.5989,232.4850,224.8894,231.5953,6440311
2023-06-21,231.5953,234.5721,230.9235,233.8974,10027660
2023-06-22,233.8974,234.8155,231.5217,234.6144,4417179
2023-06-23,234.6144,236.1519,231.1599,232.4335,10551176
2023-06-26,232.4335,234.2596,227.9579,228.4488,4316188
2023-06-27,228.4488,233.3523,228.1529,231.1993,3519610
