Date,Open,High,Low,Close,Volume
2022-10-03,142.3560,142.4829,140.1131,141.0005,32394415
2022-10-04,141.0005,141.7078,140.3177,141.0816,37788029
2022-10-05,141.0816,143.5555,139.7986,143.4373,44089705
2022-10-06,143.4373,146.1430,142.9412,145.8696,59548311
2022-10-07,145.8696,150.1263,145.2110,149.6357,32166577
2022-10-10,149.6357,151.3380,147.6023,148.4964,36419715
2022-10-11,148.4964,153.0525,146.8255,151.8950,47181775
2022-10-12,151.8950,152.0384,150.7532,151.6573,41037869
2022-10-13,151.6573,154.3835,150.9917,152.8299,42379740
2022-10-14,152.8299,157.4605,151.3190,155.6863,28648380
2022-10-17,155.6863,159.8747,155.0975,158.5930,42558530
2022-10-18,158.5930,162.8619,158.1285,161.2986,39446059
2022-10-19,161.2986,163.2745,159.8202,162.9390,53912955
2022-10-20,162.9390,165.7712,162.3205,163.8920,29399026
2022-10-21,163.8920,169.4780,163.8793,168.2351,36799955
2022-10-24,168.2351,169.9060,164.9097,166.8574,22559495
2022-10-25,166.8574,170.4136,166.6272,168.6820,37220744
2022-10-26,168.6820,169.3992,163.6109,164.7627,50015989
2022-10-27,164.7627,166.0650,161.9548,163.0381,33504603
2022-10-28,163.0381,164.9036,161.4943,163.3323,36083122
2022-10-31,163.3323,166.9905,162.4053,166.1144,26884459
2022-11-01,166.1144,166.4681,164.4281,166.3540,33759598
2022-11-02,166.3540,168.0635,164.0036,165.3645,37841852
2022-11-03,165.3645,170.0003,163.6566,168.7904,28620900
2022-11-04,168.7904,173.5442,167.9788,171.5928,52491586
2022-11-07,171.5928,177.4088,170.0348,176.1594,21304671
2022-11-08,176.1594,177.9010,171.2243,172.8210,23405715
2022-11-09,172.8210,176.0650,171.0556,175.7622,60639633
2022-11-10,175.7622,176.9523,174.1573,176.3209,57627183
2022-11-11,176.3209,177.3192,172.0211,173.3712,52578145
2022-11-14,173.3712,175.0428,167.9039,169.1718,55506239
2022-11-15,169.1718,170.0118,164.8528,166.0996,59087464
2022-11-16,166.0996,167.9726,164.5363,165.5902,59956679
2022-11-17,165.5902,170.1847,165.1824,170.0223,31119361
2022-11-18,170.0223,172.0425,168.8116,170.5827,32562829
2022-11-21,170.5827,171.4699,165.9147,167.9132,25292506
2022-11-22,167.9132,169.0001,164.9456,165.2998,54162806
2022-11-23,165.2998,165.5045,164.3623,165.3514,49610913
2022-11-24,165.3514,166.7788,163.4866,166.3270,21204170
2022-11-25,166.3270,166.8136,160.6813,162.4023,41236986
2022-11-28,162.4023,164.7246,161.7036,163.9993,37099895
2022-11-29,163.9993,165.1690,160.9217,161.5277,61627825
2022-11-30,161.5277,164.5285,159.7175,164.1563,21913335
2022-12-01,164.1563,169.0072,162.5169,168.1067,41259288
2022-12-02,168.1067,168.8293,166.5666,167.7023,41456754
2022-12-05,167.7023,168.6673,163.6443,164.5951,56312267
2022-12-06,164.5951,164.9769,161.7618,161.9279,34765115
2022-12-07,161.9279,162.6246,161.2947,161.4628,60351536
2022-12-08,161.4628,162.7852,157.4684,157.8839,39307532
2022-12-09,157.8839,158.8417,157.0807,157.2742,26398357
2022-12-12,157.2742,158.6024,154.0704,154.1138,48288576
2022-12-13,154.1138,154.3120,150.9453,152.4740,51802247
2022-12-14,152.4740,152.9385,148.4520,149.7980,30815538
2022-12-15,149.7980,152.9901,148.8072,151.9651,30082768
2022-12-16,151.9651,154.0332,151.8021,152.4305,39214558
2022-12-19,152.4305,152.6015,151.9140,152.5755,25603644
2022-12-20,152.5755,155.4452,151.4205,154.1834,35741884
2022-12-21,154.1834,158.4177,152.8941,156.8650,18562426
2022-12-22,156.8650,158.4173,154.1391,154.5203,44784454
2022-12-23,154.5203,158.7765,153.6953,158.1909,33874261
2022-12-26,158.1909,159.5171,157.7942,158.8448,61676357
2022-12-27,158.8448,160.6424,157.2460,158.0613,22794627
2022-12-28,158.0613,158.8446,154.0200,155.8668,37029864
2022-12-29,155.8668,156.5515,152.1522,152.9085,43839108
2022-12-30,152.9085,153.4613,150.0348,150.2470,31723429
2023-01-02,150.2470,151.9073,150.0122,150.4768,22020956
2023-01-03,150.4768,151.1848,146.1678,147.7686,63386705
2023-01-04,147.7686,149.3873,147.2179,147.7778,33690213
2023-01-05,147.7778,148.6890,145.5279,145.9164,56872653
2023-01-06,145.9164,149.5629,144.7856,148.3077,32013903
2023-01-09,148.3077,149.4503,146.4922,147.1435,44120255
2023-01-10,147.1435,148.1802,143.4742,144.9628,47038088
2023-01-11,144.9628,145.4797,143.0683,143.6195,32144223
2023-01-12,143.6195,146.4374,142.5767,146.2717,26090165
2023-01-13,146.2717,148.0524,145.5106,146.7912,25916784
2023-01-16,146.7912,148.3105,145.8002,147.7372,51160231
2023-01-17,147.7372,148.6910,145.5677,146.5816,40478412
2023-01-18,146.5816,146.9642,143.7413,145.2270,24041128
2023-01-19,145.2270,145.2272,141.0273,142.6215,27644199
2023-01-20,142.6215,144.9270,141.5365,144.3558,43897042
2023-01-23,144.3558,145.0180,141.4161,142.9636,48578854
2023-01-24,142.9636,144.4040,139.7050,140.4072,16160311
2023-01-25,140.4072,142.3254,139.3981,140.9088,29079710
2023-01-26,140.9088,141.7393,140.7650,141.5966,18896294
2023-01-27,141.5966,143.0342,140.9088,142.1154,46020088
2023-01-30,142.1154,143.8130,139.8781,140.1731,35763875
2023-01-31,140.1731,141.5010,138.5103,141.3207,19454086
2023-02-01,141.3207,143.3532,140.5007,143.2395,59089857
2023-02-02,143.2395,144.7575,141.6480,144.3791,24487809
2023-02-03,144.3791,145.2654,141.0388,142.1378,34185329
2023-02-06,142.1378,143.5469,141.7807,142.6275,36967477
2023-02-07,142.6275,144.1770,139.6226,140.7197,22468977
2023-02-08,140.7197,141.1762,139.3685,140.5382,63891500
2023-02-09,140.5382,141.6623,138.6237,139.1115,36777340
2023-02-10,139.1115,140.2410,138.2406,139.4196,42239771
2023-02-13,139.4196,141.4074,137.9228,140.0077,26644522
2023-02-14,140.0077,141.8013,138.4348,140.4361,35038013
2023-02-15,140.4361,141.6201,137.2364,138.7804,24542043
2023-02-16,138.7804,139.9166,137.2607,137.4724,29076086
2023-02-17,137.4724,137.9714,135.7770,136.6441,37826103
2023-02-20,136.6441,137.8303,133.6829,134.5077,52832008
2023-02-21,134.5077,135.9924,131.0542,131.7410,49383270
2023-02-22,131.7410,133.7500,130.2145,132.2229,41407365
2023-02-23,132.2229,132.2315,131.5787,131.7150,24508352
2023-02-24,131.7150,134.3708,131.5056,133.8885,48515940
2023-02-27,133.8885,134.1262,130.6624,131.3146,61579399
2023-02-28,131.3146,132.1462,129.4757,130.3199,16704423
2023-03-01,130.3199,130.5609,128.6511,129.0302,30446269
2023-03-02,129.0302,129.7247,127.9010,128.6080,24186687
2023-03-03,128.6080,128.6449,125.2151,126.4900,41351451
2023-03-06,126.4900,127.1243,124.7468,124.7673,57510976
2023-03-07,124.7673,127.9902,124.2014,127.2919,19367493
2023-03-08,127.2919,129.9797,126.5960,129.7326,59116507
2023-03-09,129.7326,132.8077,129.2628,132.6947,50921025
2023-03-10,132.6947,135.1480,131.7717,134.6063,37811377
2023-03-13,134.6063,139.0367,133.1152,137.5597,50343278
2023-03-14,137.5597,140.0697,137.3062,138.8865,46647009
2023-03-15,138.8865,139.7698,138.4016,139.0210,30616019
2023-03-16,139.0210,140.4934,137.0606,138.7211,37600461
2023-03-17,138.7211,140.6040,138.1897,139.2467,63904563
2023-03-20,139.2467,139.8619,138.6762,139.6637,45892599
2023-03-21,139.6637,143.8524,139.0000,143.2696,37968751
2023-03-22,143.2696,143.2799,139.3070,140.6730,19906742
2023-03-23,140.6730,144.0949,139.2280,142.6671,16501972
2023-03-24,142.6671,142.9714,142.4706,142.9437,29117645
2023-03-27,142.9437,143.5775,142.6406,142.8772,37542918
2023-03-28,142.8772,145.0555,141.6908,144.4807,31027008
2023-03-29,144.4807,148.1383,143.6584,146.9116,32187951
2023-03-30,146.9116,147.3035,145.5146,145.5431,40577332
2023-03-31,145.5431,148.2819,144.6893,147.5319,61103835
2023-04-03,147.5319,148.2751,144.5336,146.0747,52634786
2023-04-04,146.0747,146.7849,142.7085,143.6763,28735915
2023-04-05,143.6763,147.4556,143.6094,146.0349,44362706
2023-04-06,146.0349,146.9070,142.3872,142.4001,46293742
2023-04-07,142.4001,142.4878,138.3520,139.5344,18746277
2023-04-10,139.5344,139.6012,137.7011,138.6622,27155763
2023-04-11,138.6622,139.8434,137.3353,138.2472,50522230
2023-04-12,138.2472,141.1127,137.7835,140.7977,24828501
2023-04-13,140.7977,144.2846,140.4378,143.2484,27139664
2023-04-14,143.2484,144.0432,140.0562,140.4710,35547093
2023-04-17,140.4710,142.0960,139.5788,140.9138,38581607
2023-04-18,140.9138,142.1146,139.1607,139.4430,26649410
2023-04-19,139.4430,141.1119,137.9747,138.2508,55547535
2023-04-20,138.2508,142.8210,136.6856,141.2508,49948656
2023-04-21,141.2508,141.5880,137.5066,138.7865,50452607
2023-04-24,138.7865,139.6707,137.3383,139.1869,32406891
2023-04-25,139.1869,141.3401,138.4521,139.8045,47992099
2023-04-26,139.8045,141.0832,137.6149,139.0651,17261688
2023-04-27,139.0651,140.6903,137.1073,138.7606,41182408
2023-04-28,138.7606,139.0076,134.6397,136.1457,46879299
2023-05-01,136.1457,137.7118,133.6466,133.7489,31610983
2023-05-02,133.7489,135.4959,132.8496,135.4748,41255116
2023-05-03,135.4748,137.9852,134.6214,137.3000,39211755
2023-05-04,137.3000,138.4522,134.8214,135.4000,48234431
2023-05-05,135.4000,137.3661,134.1352,136.1354,29860333
2023-05-08,136.1354,140.0433,135.0874,138.7268,30166737
2023-05-09,138.7268,140.3499,134.7882,135.9078,21143153
2023-05-10,135.9078,140.2104,135.5300,139.1656,30905890
2023-05-11,139.1656,143.4398,138.6643,142.9997,45233969
2023-05-12,142.9997,143.3075,141.4119,142.5113,21881872
2023-05-15,142.5113,143.5008,137.7018,138.9492,58596133
2023-05-16,138.9492,139.1475,135.7163,136.0713,22354681
2023-05-17,136.0713,136.6504,132.6879,133.1196,50790544
2023-05-18,133.1196,134.0172,129.1524,130.7168,21989903
2023-05-19,130.7168,131.5026,126.9655,128.2068,31027042
2023-05-22,128.2068,129.3728,126.1629,126.6792,35036773
2023-05-23,126.6792,127.6917,126.0449,127.0633,43089801
2023-05-24,127.0633,131.8342,126.4674,130.2904,19247247
2023-05-25,130.2904,132.3496,129.5528,131.5643,59721419
2023-05-26,131.5643,132.8025,127.8454,129.0915,57321755
2023-05-29,129.0915,132.4151,128.4796,131.4945,39711549
2023-05-30,131.4945,131.5959,129.1600,129.7038,51989991
2023-05-31,129.7038,132.7931,129.4506,131.9624,18181473
2023-06-01,131.9624,133.5361,131.6584,131.9087,26932135
2023-06-02,131.9087,132.9228,128.3772,129.2774,39127430
2023-06-05,129.2774,130.0173,124.9391,126.2356,42304905
2023-06-06,126.2356,129.8914,124.7713,128.7644,17322086
2023-06-07,128.7644,131.8121,127.4767,131.0285,48283550
2023-06-08,131.0285,135.8626,129.6838,134.2628,26692862
2023-06-09,134.2628,135.4602,132.7162,134.5304,46241067
2023-06-12,134.5304,135.9920,133.8481,134.9338,52545464
2023-06-13,134.9338,136.0484,130.3476,131.5739,43731435
2023-06-14,131.5739,133.6187,130.2123,132.1579,37540238
2023-06-15,132.1579,136.2544,131.0292,135.8573,24346444
2023-06-16,135.8573,138.3284,135.4662,137.6395,36946771
2023-06-19,137.6395,138.9008,133.6924,134.7936,57883516
2023-06-20,134.7936,137.9968,134.5681,137.0318,42430153
2023-06-21,137.0318,138.4179,134.5249,135.3774,49176819
2023-06-22,135.3774,137.8429,134.3712,136.6948,28571688
2023-06-23,136.6948,137.2033,133.7525,134.7591,40173582
2023-06-26,134.7591,135.4331,131.7575,132.8981,47833938
2023-06-27,132.8981,134.4429,132.1697,132.6250,39713466
